"Sector","Major Head ","Cat","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"REGS","MH 2020","A","U","A Union Govt","804.14","814.61","869.83","918.40","979.41","1068.58","1113.07","1258.54","1566.65","2091.91","2537.26","2674.18"
"REGS","MH 2020","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Assam","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Chattisgarh","0.00","0.02","0.04","0.04","0.05","0.01","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Gujarat","3.24","3.51","3.22","3.24","0.25","0.24","0.24","0.24","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Karnataka","2.29","2.24","2.63","2.53","2.81","2.87","2.82","2.87","3.28","4.46","4.89","5.47"
"REGS","MH 2020","B","G","Kerala","0.17","0.04","0.02","0.04","0.08","0.04","0.05","0.09","0.21","0.11","0.27","0.34"
"REGS","MH 2020","B","G","Madhya Pradesh","0.33","0.30","0.22","0.25","0.20","0.18","0.20","0.19","0.21","0.33","0.43","0.40"
"REGS","MH 2020","B","G","Maharastra","80.57","899.28","1142.57","1025.61","1043.89","1076.03","1097.80","1289.96","10.71","11.06","15.10","15.42"
"REGS","MH 2020","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.61","0.66","0.44","0.00","0.00"
"REGS","MH 2020","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Sikkim","0.39","0.47","0.49","0.52","0.56","0.60","0.51","0.56","0.60","0.70","1.48","1.26"
"REGS","MH 2020","B","G","Tamil Nadu","1.73","1.69","1.66","1.62","1.58","1.29","0.88","0.48","0.23","0.13","0.09","0.05"
"REGS","MH 2020","B","S","Tripura","0.14","0.18","0.19","0.14","0.17","0.18","0.15","0.14","0.17","0.17","0.20","0.20"
"REGS","MH 2020","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2020","B","G","West Bengal","6.62","7.49","7.54","8.43","8.29","8.52","8.84","9.51","10.48","11.08","17.74","20.15"
"REGS","MH 2029","A","U","A Union Govt","2.75","2.79","2.95","3.18","3.27","3.58","3.82","4.20","4.71","7.00","8.80","9.06"
"REGS","MH 2029","B","UT","A UT Puducherry","4.20","4.37","4.32","4.71","5.09","5.38","7.75","40.97","59.29","45.29","46.80","15.52"
"REGS","MH 2029","B","G","Andhra Pradesh","28.51","26.69","21.42","20.95","32.30","39.71","44.26","51.15","59.73","56.25","55.67","62.88"
"REGS","MH 2029","B","S","Arunachal Pradesh","0.89","0.92","0.99","1.02","1.13","1.15","1.20","1.58","2.01","3.22","6.51","6.42"
"REGS","MH 2029","B","S","Assam","53.89","52.32","56.76","51.61","58.05","59.66","64.57","71.28","80.37","89.57","107.13","136.96"
"REGS","MH 2029","B","G","Bihar","176.91","163.79","105.10","108.47","116.12","132.09","137.70","156.93","197.02","194.81","312.38","309.63"
"REGS","MH 2029","B","G","Chattisgarh","0.00","16.42","44.49","52.74","51.25","51.19","45.85","59.32","66.66","81.26","89.76","110.86"
"REGS","MH 2029","B","UT","D NCT Delhi","1.29","1.36","1.32","1.21","1.40","1.43","1.53","1.55","1.73","2.62","3.67","3.41"
"REGS","MH 2029","B","G","Goa","2.49","3.32","3.11","3.78","5.19","4.61","3.74","2.80","3.28","6.25","9.07","9.54"
"REGS","MH 2029","B","G","Gujarat","32.29","31.50","31.13","33.76","32.28","37.07","38.79","41.03","47.52","46.43","63.94","93.49"
"REGS","MH 2029","B","G","Haryana","32.24","30.50","31.20","32.60","34.13","36.72","41.59","54.22","60.36","77.18","102.81","109.84"
"REGS","MH 2029","B","S","Himachal Pradesh","42.11","47.24","47.60","49.57","52.77","57.58","63.76","76.35","76.73","94.64","118.73","121.77"
"REGS","MH 2029","B","S","Jammu and Kashmir","22.05","19.77","22.21","21.71","22.53","23.70","26.38","26.08","30.72","34.34","40.94","44.33"
"REGS","MH 2029","B","G","Jharkhand","0.00","15.24","50.78","60.70","55.13","58.55","63.81","72.02","92.33","127.86","150.10","141.24"
"REGS","MH 2029","B","G","Karnataka","115.44","111.42","119.17","120.52","124.22","120.10","141.28","106.28","135.99","138.44","154.97","173.96"
"REGS","MH 2029","B","G","Kerala","97.22","87.34","74.84","76.06","89.38","97.42","136.15","135.18","152.19","169.08","196.73","197.44"
"REGS","MH 2029","B","G","Madhya Pradesh","192.50","193.90","152.53","142.54","163.13","172.24","168.42","167.87","190.93","211.51","349.27","356.94"
"REGS","MH 2029","B","G","Maharastra","111.89","89.74","88.76","100.02","106.34","97.92","123.74","120.33","115.34","127.09","173.99","202.07"
"REGS","MH 2029","B","S","Manipur","12.01","8.60","9.33","9.39","9.67","9.62","12.82","11.29","12.52","15.38","16.23","22.02"
"REGS","MH 2029","B","S","Meghalaya","3.42","3.56","3.56","3.89","3.82","4.14","4.16","4.68","5.28","6.00","9.23","9.92"
"REGS","MH 2029","B","S","Mizoram","3.36","3.58","3.38","3.56","3.67","3.99","7.84","11.98","5.67","6.91","9.25","10.72"
"REGS","MH 2029","B","S","Nagaland","5.56","5.99","5.96","7.34","8.63","5.63","8.38","9.78","7.45","10.45","9.87","12.07"
"REGS","MH 2029","B","G","Orissa","112.99","126.25","114.07","115.86","109.33","105.10","117.60","122.57","140.62","185.25","251.51","282.27"
"REGS","MH 2029","B","G","Punjab","44.41","51.98","55.94","56.73","59.00","69.31","72.64","82.65","91.63","97.89","124.44","141.59"
"REGS","MH 2029","B","G","Rajasthan","147.49","154.97","160.47","166.33","177.57","191.23","205.98","210.39","231.18","320.65","370.33","377.03"
"REGS","MH 2029","B","S","Sikkim","2.12","2.15","2.17","2.41","2.76","2.74","3.13","3.55","3.85","4.44","8.35","7.55"
"REGS","MH 2029","B","G","Tamil Nadu","89.15","86.63","83.78","79.78","79.45","85.94","83.92","99.88","107.41","135.44","152.54","172.26"
"REGS","MH 2029","B","S","Tripura","9.29","10.27","8.55","9.32","9.35","9.67","10.37","10.88","11.73","12.49","19.02","18.69"
"REGS","MH 2029","B","G","Uttar Pradesh","525.79","522.37","486.29","499.76","543.25","553.98","603.89","706.56","763.06","869.45","1104.92","1421.47"
"REGS","MH 2029","B","S","Uttarakhand","0.00","10.78","35.35","38.31","38.80","46.67","48.94","51.51","56.29","76.74","92.47","101.45"
"REGS","MH 2029","B","G","West Bengal","243.31","261.93","256.35","261.14","263.39","267.67","278.10","296.47","332.84","353.89","536.29","576.57"
"REGS","MH 2030","A","U","A Union Govt","0.55","0.39","0.47","0.98","0.48","0.73","0.51","1.12","1.35","2.61","1.30","1.22"
"REGS","MH 2030","B","UT","A UT Puducherry","0.86","0.87","0.90","0.98","1.29","2.26","1.59","1.66","1.91","2.52","2.63","3.01"
"REGS","MH 2030","B","G","Andhra Pradesh","35.02","48.39","39.15","52.88","51.67","51.48","54.97","70.48","92.26","85.33","97.76","110.19"
"REGS","MH 2030","B","S","Arunachal Pradesh","0.00","0.02","0.07","0.01","0.05","0.12","0.16","0.36","0.52","0.35","1.06","0.86"
"REGS","MH 2030","B","S","Assam","4.08","6.83","5.83","6.49","7.65","6.86","7.99","9.11","9.41","10.27","17.60","17.51"
"REGS","MH 2030","B","G","Bihar","19.12","17.41","18.22","17.56","22.52","22.02","22.47","36.86","34.03","37.68","45.90","46.58"
"REGS","MH 2030","B","G","Chattisgarh","0.00","1.71","12.88","14.37","16.37","21.95","28.34","40.73","42.18","48.14","58.81","57.78"
"REGS","MH 2030","B","UT","D NCT Delhi","5.08","5.21","8.95","4.02","1.70","5.16","16.96","27.23","44.81","27.61","19.53","19.30"
"REGS","MH 2030","B","G","Goa","1.22","1.27","1.27","1.22","1.53","1.41","1.52","2.17","3.34","3.51","4.46","5.17"
"REGS","MH 2030","B","G","Gujarat","19.21","19.19","18.08","19.03","21.91","24.95","25.61","33.01","38.97","42.15","53.38","62.73"
"REGS","MH 2030","B","G","Haryana","3.85","3.15","1.95","3.44","5.59","5.25","5.63","10.59","12.04","16.31","13.72","11.72"
"REGS","MH 2030","B","S","Himachal Pradesh","1.91","0.68","0.57","1.04","2.06","2.02","1.22","2.24","1.01","1.23","1.02","1.04"
"REGS","MH 2030","B","S","Jammu and Kashmir","2.41","3.64","3.08","2.25","2.36","4.33","4.84","4.55","13.41","6.04","7.81","12.67"
"REGS","MH 2030","B","G","Jharkhand","0.00","1.03","3.95","3.78","3.39","4.70","5.21","9.87","7.81","9.91","10.98","15.39"
"REGS","MH 2030","B","G","Karnataka","36.76","27.47","29.82","29.06","19.33","40.85","35.67","39.98","44.68","41.04","53.19","53.53"
"REGS","MH 2030","B","G","Kerala","34.44","36.21","33.45","39.04","40.84","43.42","47.72","62.37","81.01","85.69","104.23","105.81"
"REGS","MH 2030","B","G","Madhya Pradesh","19.63","56.05","59.87","56.48","60.37","75.28","94.78","119.01","174.42","195.88","207.07","275.48"
"REGS","MH 2030","B","G","Maharastra","37.86","57.30","38.33","45.91","48.34","41.69","96.25","60.73","110.82","87.12","105.29","147.82"
"REGS","MH 2030","B","S","Manipur","0.52","0.36","0.49","0.49","0.51","0.63","0.80","1.07","0.86","0.93","1.61","1.31"
"REGS","MH 2030","B","S","Meghalaya","0.45","0.50","0.51","0.56","0.62","0.72","0.57","0.68","0.74","0.87","1.23","1.46"
"REGS","MH 2030","B","S","Mizoram","0.05","0.02","0.03","0.08","0.02","0.04","0.05","0.07","0.12","0.16","0.17","0.12"
"REGS","MH 2030","B","S","Nagaland","0.09","0.09","0.11","0.09","0.08","0.17","0.07","0.25","0.38","0.38","0.16","0.25"
"REGS","MH 2030","B","G","Orissa","14.41","12.16","11.70","12.24","13.27","11.70","15.56","18.51","21.22","25.85","37.13","40.70"
"REGS","MH 2030","B","G","Punjab","5.59","4.48","6.29","18.69","14.04","14.27","20.22","30.21","18.22","23.69","12.42","25.47"
"REGS","MH 2030","B","G","Rajasthan","7.90","9.30","10.12","10.40","11.23","14.32","15.78","19.21","22.80","29.09","31.33","34.15"
"REGS","MH 2030","B","S","Sikkim","0.03","0.02","0.02","0.03","-0.03","0.01","0.05","0.06","0.07","0.05","0.38","0.20"
"REGS","MH 2030","B","G","Tamil Nadu","55.44","61.19","54.14","71.85","77.11","82.08","86.83","102.08","129.24","128.44","156.63","171.14"
"REGS","MH 2030","B","S","Tripura","0.87","1.12","1.01","1.02","0.94","1.61","1.25","1.14","1.93","1.68","1.80","1.32"
"REGS","MH 2030","B","G","Uttar Pradesh","27.71","32.99","34.92","52.48","50.60","80.93","56.71","68.30","74.58","78.46","117.19","147.43"
"REGS","MH 2030","B","S","Uttarakhand","0.00","0.39","1.70","3.24","4.91","31.21","31.99","21.56","33.88","21.61","14.84","27.18"
"REGS","MH 2030","B","G","West Bengal","35.83","37.65","37.51","35.54","35.25","39.65","42.94","44.97","60.10","53.61","88.46","94.31"
"REGS","MH 2031","A","U","A Union Govt","75.16","76.14","81.29","85.84","91.54","99.87","104.01","114.86","146.47","195.45","237.19","67.45"
"REGS","MH 2031","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2031","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","A","U","A Union Govt","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Jammu and Kashmir","0.23","0.22","0.27","0.22","0.21","0.19","0.22","0.20","0.17","0.23","0.27","0.36"
"REGS","MH 2035","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Kerala","0.07","0.05","0.05","0.06","0.06","0.07","0.06","0.08","0.10","0.10","0.12","0.11"
"REGS","MH 2035","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Rajasthan","2.21","2.37","2.68","2.49","2.64","1.68","1.21","0.11","0.02","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Tamil Nadu","3.98","3.76","3.46","3.37","3.17","3.53","3.58","4.00","4.19","4.86","5.47","5.72"
"REGS","MH 2035","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2035","B","G","West Bengal","0.34","0.41","0.40","0.36","0.32","0.33","0.35","0.42","0.44","0.46","0.72","0.67"
"REGS","MH 2037","A","U","A Union Govt","486.77","580.64","596.82","643.91","705.89","728.50","817.60","850.32","939.01","1235.49","1531.99","1718.25"
"REGS","MH 2037","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REGS","MH 2037","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
